Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp,ArticleNumber,MediaPath,NumFigures
VIS,2025,ReVise: A Human-AI Interface for Incremental Algorithmic Recourse,10.1109/VIS60296.2025.00036,http://dx.doi.org/10.1109/VIS60296.2025.00036,151,155,C,"The recent adoption of artificial intelligence in socio-technical systems raises concerns about the black-box nature of the resulting decisions in fields such as hiring, finance, admissions, etc. If data subjects—such as job applicants, loan applicants, and students—receive an unfavorable outcome, they may be interested in algorithmic recourse, which involves updating certain features to yield a more favorable result when re-evaluated by algorithmic decision-making. Unfortunately, when individuals do not fully understand the incremental steps needed to change their circumstances, they risk following misguided paths that can lead to significant, long-term adverse consequences. Existing recourse approaches focus exclusively on the final recourse goal but neglect the possible incremental steps to reach the goal with real-life constraints, user preferences, and model artifacts. To address this gap, we formulate a visual analytic workflow for incremental recourse planning in collaboration with AI/ML experts and contribute an interactive visualization interface that helps data subjects efficiently navigate the recourse alternatives and make an informed decision. We present a usage scenario and subjective feedback from observational studies with twelve graduate students using a real-world dataset, which demonstrates that our approach can be instrumental for data subjects in choosing a suitable recourse path.",Kaustav Bhattacharjee;Jun Yuan;Aritra Dasgupta,Kaustav Bhattacharjee;Jun Yuan;Aritra Dasgupta,"Pacific Northwest National Laboratory, Optimization & Control Group;Department of Data Science, New Jersey Institute of Technology;Department of Data Science, New Jersey Institute of Technology",,"Visual analytics,recourse,machine learning",,,24,,,,11298718,/mediastore/IEEE/content/media/11298682/11298713/11298718,1
VIS,2025,The Agentopia Times: Understanding and Mitigating Hallucinations in Multi-Agent LLM Systems via Data Journalism Gameplay,10.1109/VIS60296.2025.00037,http://dx.doi.org/10.1109/VIS60296.2025.00037,156,160,C,"Large language models (LLMs) are increasingly used to support data analysis and visualization tasks, but remain prone to hallucinations. Recent work suggests that multi-agent systems (MAS) can mitigate hallucinations by enabling internal validation and cross-verification. However, learning effective MAS coordination strategies to mitigate hallucination remains challenging, particularly for newcomers, due to the wide range of coordination strategies and the lack of interactive, hands-on learning tools. To address this, we present The Agentopia Times, an educational game that teaches hallucination mitigation through active experimentation with MAS coordination strategies. The Agentopia Times simulates a newsroom where LLM agents collaborate to create data-driven narratives, with users tasked with adjusting communication protocols to manage hallucinated content. The game features a structured mapping between MAS coordination and familiar gameplay mechanics, providing immediate feedback on hallucination outcomes. Through use cases and preliminary user feedback, we demonstrate how The Agentopia Times enables users to explore and mitigate hallucination in MAS.",Yilin Harry Lu;Shurui Du;Qianwen Wang,Yilin Harry Lu;Shurui Du;Qianwen Wang,"University of Minnesota, USA;University of Minnesota, USA;University of Minnesota, USA",,"LLM,visualization generation,educational game,LLM hallucination,Multi-Agent",,,31,,,,11298897,/mediastore/IEEE/content/media/11298682/11298713/11298897,3
VIS,2025,XplainAct: Visualization for Personalized Intervention Insights,10.1109/VIS60296.2025.00038,http://dx.doi.org/10.1109/VIS60296.2025.00038,161,165,C,"Causality helps people reason about and understand complex systems, particularly through what-if analyses that explore how interventions might alter outcomes. Although existing methods embrace causal reasoning using interventions and counterfactual analysis, they primarily focus on effects at the population level. These approaches often fall short in systems characterized by significant heterogeneity, where the impact of an intervention can vary widely across subgroups. To address this challenge, we present XplainAct, a visual analytics framework that supports simulating, explaining, and reasoning interventions at the individual level within subpopulations. We demonstrate the effectiveness of XplainAct through two case studies: investigating opioid-related deaths in epidemiology and analyzing voting inclinations in the presidential election.",Yanming Zhang;Krishnakumar Hegde;Klaus Mueller,Yanming Zhang;Krishnakumar Hegde;Klaus Mueller,Stony Brook University;Stony Brook University;Stony Brook University,,"Explainable AI,Causality,Visual Analytics",,,36,,,,11298923,/mediastore/IEEE/content/media/11298682/11298713/11298923,4
VIS,2025,Understanding Why ChatGPT Outperforms Humans in Visualization Design Advice,10.1109/VIS60296.2025.00039,http://dx.doi.org/10.1109/VIS60296.2025.00039,166,170,C,"This paper investigates why recent generative AI models outperform humans in data visualization knowledge tasks. Through systematic comparative analysis of responses to visualization questions, we find that differences exist between two ChatGPT models and human outputs over rhetorical structure, knowledge breadth, and perceptual quality. Our findings reveal that ChatGPT-4, as a more advanced model, displays a hybrid of characteristics from both humans and ChatGPT-3.5. The two models were generally favored over human responses, while their strengths in coverage and breadth, and emphasis on technical and task-oriented visualization feedback collectively shaped higher overall quality. Based on our findings, we draw implications for advancing user experiences based on the potential of LLMs and human perception over their capabilities, with relevance to broader applications of AI.",Yongsu Ahn;Nam Wook Kim,Yongsu Ahn;Nam Wook Kim,Boston College;Boston College,,"Generative AI,LLM,Visualization,Question and answering,ChatGPT",,,24,,,,11298869,/mediastore/IEEE/content/media/11298682/11298713/11298869,4
VIS,2025,Don’t Stop Me Now: Visualizing Disruptions in Railroad Networks,10.1109/VIS60296.2025.00040,http://dx.doi.org/10.1109/VIS60296.2025.00040,171,175,C,"Railroad networks are complex systems where a single disruption can have cumulative effects, impacting services’ planned schedules and degrading the network’s performance. To support railroad planners in identifying these disruptions, we propose a Visual Analytics approach with multiple coordinated views: a map, calendar heatmap, Marey graph, and a multi-line chart. Our proposed approach enables the exploration and analysis of the disruptions’ spatial and temporal patterns and delay accumulation to identify vulnerable segments in the railroad network. We assess the effectiveness of our approach through an expert interview highlighting how the accumulation of delays and disruptions is lucidly communicated and provides valuable insights into their spread across the network. We discuss the outcomes of the expert interview alongside the limitations we identified and how we resolve these. Finally, we illustrate directions for future work, including online data to assist railroad planners with real-time monitoring for proactive decision-making and improved operations.",S. Rajdendran;A. Arleo;T. von Landesberger;S. Miksch;M. Sondag;M. Tuscher;V. Filipov,S. Rajdendran;A. Arleo;T. von Landesberger;S. Miksch;M. Sondag;M. Tuscher;V. Filipov,"TU Wien, Austria;University of Cologne, Germany;TU Eindhoven, the Netherlands;TU Wien, Austria;TU Eindhoven, the Netherlands;TU Wien, Austria;TU Wien, Austria",,"Spatio-temporal Data,Networks",,,40,,,,11298868,/mediastore/IEEE/content/media/11298682/11298713/11298868,4
VIS,2025,Posterity: Balancing Historical Context and Visual Dynamism While Visualizing a Collection of American Labor Posters,10.1109/VIS60296.2025.00041,http://dx.doi.org/10.1109/VIS60296.2025.00041,176,180,C,"Visual archives of political movements are rich cultural resources, yet often difficult to explore at scale due to complex visual semantics and limited interaction models. We present Posterity, an interactive visualization system for 784 digitized American labor posters (1900–2010), designed to support both historical contextualization and visual-semantic exploration. Posterity integrates curated meta-data, CLIP-based multimodal embeddings, and unsupervised clustering to offer three coordinated views: a timeline aligned with key labor events, a 3D semantic cloud, and a similarity spiral responsive to image-, object-, or gesture-based input. Together, these views enable users to trace recurring visual motifs, discover rhetorical patterns, and explore labor movement narratives from multiple entry points. While developed for labor posters, the approach demonstrates potential for adaptation to other visual cultural heritage collections, particularly those with rich metadata and symbolic content.",Linh Pham;Daniel Rodriguez-Rodriguez;Jingfei Huang;Hui-Ying Suk,Linh Pham;Daniel Rodriguez-Rodriguez;Jingfei Huang;Hui-Ying Suk,Harvard University;Harvard University;Harvard University;Harvard University,,"digital humanities,image visualization,image interpretation,historical records,similarity retrieval",,,26,,,,11298885,/mediastore/IEEE/content/media/11298682/11298713/11298885,4
VIS,2025,Chronotome: Real-Time Topic Modeling for Streaming Embedding Spaces,10.1109/VIS60296.2025.00042,http://dx.doi.org/10.1109/VIS60296.2025.00042,181,185,C,"Many real-world datasets – from an artist’s body of work to a person’s social media history – exhibit meaningful semantic changes over time that are difficult to capture with existing dimensionality reduction methods. To address this gap, we introduce a visualization technique that combines force-based projection and streaming clustering methods to build a spatial-temporal map of embeddings. Applying this technique, we create Chronotome, a tool for interactively exploring evolving themes in time-based data – in real time. We demonstrate the utility of our approach through use cases on text and image data, showing how it offers a new lens for understanding the aesthetics and semantics of temporal datasets.",Matte Lim;Catherine Yeh;Martin Wattenberg;Fernanda Viégas;Panagiotis Michalatos,Matte Lim;Catherine Yeh;Martin Wattenberg;Fernanda Viégas;Panagiotis Michalatos,"Harvard University;Harvard University;Google Research, Harvard University;Google Research, Harvard University;Harvard University",,"Dynamic topic modeling,embedding visualization,clustering methods,temporal data,spring force models",,,32,,,,11298890,/mediastore/IEEE/content/media/11298682/11298713/11298890,4
VIS,2025,Data-Driven Compute Overlays for Interactive Geographic Simulation and Visualization,10.1109/VIS60296.2025.00043,http://dx.doi.org/10.1109/VIS60296.2025.00043,186,190,C,"We present interactive data-driven compute overlays for native and web-based 3D geographic map applications based on WebGPU. Our data-driven overlays are generated in a multi-step compute workflow from multiple data sources on the GPU. We demonstrate their potential by showing results from snow cover and avalanche simulations, where simulation parameters can be adjusted interactively and results are visualized instantly. Benchmarks show that our approach can compute large-scale avalanche simulations in milliseconds to seconds, depending on the size of the terrain and the simulation parameters, which is multiple orders of magnitude faster than a state-of-the-art Python implementation.",Patrick Komon;Gerald Kimmersdorfer;Adam Celarek;Manuela Waldner,Patrick Komon;Gerald Kimmersdorfer;Adam Celarek;Manuela Waldner,TU Wien;TU Wien;TU Wien;TU Wien,,"3D geographic visualization,geographic simulation,WebGPU",,,22,,,,11298780,/mediastore/IEEE/content/media/11298682/11298713/11298780,4
VIS,2025,"Embedding Atlas: Low-Friction, Interactive Embedding Visualization",10.1109/VIS60296.2025.00044,http://dx.doi.org/10.1109/VIS60296.2025.00044,191,195,C,"Embedding projections are popular for visualizing large datasets and models. However, people often encounter ""friction"" when using embedding visualization tools: (1) barriers to adoption, e.g., tedious data wrangling and loading, scalability limits, no integration of results into existing workflows, and (2) limitations in possible analyses, without integration with external tools to additionally show coordinated views of metadata. In this paper, we present Embedding Atlas, a scalable, interactive visualization tool designed to make interacting with large embeddings as easy as possible. Embedding Atlas uses modern web technologies and advanced algorithms—including density-based clustering, and automated labeling—to provide a fast and rich data analysis experience at scale. We evaluate Embedding Atlas with a competitive analysis against other popular embedding tools, showing that Embedding Atlas’s feature set specifically helps reduce friction, and report a benchmark on its real-time rendering performance with millions of points. Embedding Atlas is available as open source to support future work in embedding-based analysis.",Donghao Ren;Fred Hohman;Halden Lin;Dominik Moritz,Donghao Ren;Fred Hohman;Halden Lin;Dominik Moritz,Apple;Apple;Apple;Apple,,"Embedding visualization,visual analytics",,,27,,,,11298759,/mediastore/IEEE/content/media/11298682/11298713/11298759,5
VIS,2025,CFTree: Exploring Paths Through Counterfactuals,10.1109/VIS60296.2025.00045,http://dx.doi.org/10.1109/VIS60296.2025.00045,196,200,C,"Machine learning algorithms may be chosen for their effectiveness at predictions, but they lose impact when human decision makers do not understand the predictions well enough to trust them. Though machine learning algorithms that produce interpretable models are available, many factors influence the selection for a particular application, and many tools exist for building understanding post-hoc. One way to develop insight is to probe through a concept humans use in making decisions – an examination of alternate scenarios that might change the outcome called counterfactuals. In this short paper, we build on work using counterfactuals for comprehending machine learning models by proposing a technique wherein users explore counterfactuals as paths through a tree of possible data attribute changes. We extend the technique to groups of data points and consequently to groups of counterfactuals. We provide a prototype implementation and evaluation with four users from different fields of expertise who were able to apply CFTree to their own domain data and discover interesting attribute relationships.",Fang Cao;Eli T. Brown,Fang Cao;Eli T. Brown,DePaul University;DePaul University,,"counterfactuals,human-centered AI,interpretable machine learning,visual analytics",,,36,,,,11298871,/mediastore/IEEE/content/media/11298682/11298713/11298871,2
VIS,2025,Visualizing Climate Model Outputs with CliMAScope,10.1109/VIS60296.2025.00046,http://dx.doi.org/10.1109/VIS60296.2025.00046,201,205,C,"With the increasing complexity and diversity of climate models, climate scientists often turn to multiple tools to understand and assess relationships between observations and model output. To explore ways to overcome that workflow complexity, we partnered with the Climate Modeling Alliance (CliMA) to develop CliMAScope. CliMAScope is an open source, interactive, web-based land surface climate model visualization tool that aims to unify analysis, comparison, validation, and correlation mapping of observational data with climate land model output. This paper presents a design study of CliMAScope, and explains how the tool’s visual and interactive elements support the goal of comparing seamless climate model outputs to observational data.",Linh Pham;Kevin Hu;Nathan White;Minyoung Joo;Alexandre A. Renchon;Tapio Schneider;Krys Blackwood;Santiago Lombeyda;Hillary Mushkin;Scott Davidoff,Linh Pham;Kevin Hu;Nathan White;Minyoung Joo;Alexandre A. Renchon;Tapio Schneider;Krys Blackwood;Santiago Lombeyda;Hillary Mushkin;Scott Davidoff,"Harvard University;Harvard University;University of Wisconsin, Madison;Art Center College of Design;California Institute of Technology;California Institute of Technology;Jet Propulsion Lab, California Institute of Technology;California Institute of Technology;California Institute of Technology;Jet Propulsion Lab, California Institute of Technology",,"visual analytics,design study climate model",,,26,,,,11298808,/mediastore/IEEE/content/media/11298682/11298713/11298808,6
VIS,2025,MC-INR: Efficient Encoding of Multivariate Scientific Simulation Data using Meta-Learning and Clustered Implicit Neural Representations,10.1109/VIS60296.2025.00047,http://dx.doi.org/10.1109/VIS60296.2025.00047,206,210,C,"Implicit Neural Representations (INRs) are widely used to encode data as continuous functions, enabling the visualization of large-scale multivariate scientific simulation data with reduced memory usage. However, existing INR-based methods face three main limitations: (1) inflexible representation of complex structures, (2) primarily focusing on single-variable data, and (3) dependence on structured grids. Thus, their performance degrades when applied to complex real-world datasets. To address these limitations, we propose a novel neural network-based framework, MC-INR, which handles multivariate data on unstructured grids. It combines meta-learning and clustering to enable flexible encoding of complex structures. To further improve performance, we introduce a residual-based dynamic re-clustering mechanism that adaptively partitions clusters based on local error. We also propose a branched layer to leverage multivariate data through independent branches simultaneously. Experimental results demonstrate that MC-INR outperforms existing methods on scientific data encoding tasks.",Hyunsoo Son;Jeonghyun Noh;Suemin Jeon;Chaoli Wang;Won-Ki Jeong,Hyunsoo Son;Jeonghyun Noh;Suemin Jeon;Chaoli Wang;Won-Ki Jeong,Korea University;Korea University;Korea University;University of Notre Dame;Korea University,,"Implicit neural representation,meta-learning,clustering,multivariate data encoding",,,24,,,,11298754,/mediastore/IEEE/content/media/11298682/11298713/11298754,3
VIS,2025,An Evaluation of Temporal and Categorical Uncertainty on Timelines: A Case Study in Human Activity Recall Visualizations,10.1109/VIS60296.2025.00048,http://dx.doi.org/10.1109/VIS60296.2025.00048,211,215,C,"Encoding uncertainty in timelines can provide more precise and informative visualizations (e.g., visual representations of unsure times or locations in event planning timelines). To evaluate the effectiveness of different temporal and categorical uncertainty representations on timelines, we conducted a mixed-methods user study with 81 participants on uncertainty in activity recall timelines (ARTs). We find that participants’ accuracy is better when temporal uncertainty is encoded using transparency instead of dashing, and that a participant’s visual encoding preference does not always align with their performance (e.g., they performed better with a less-preferred visual encoding technique). Additionally, qualitative findings show that existing biases of an individual alter their interpretation of ARTs. A copy of our study materials is available at https://osf.io/98p6m/.",Veronika Potter;Ha Le;Uzma Haque Syeda;Stephen Intille;Michelle A. Borkin,Veronika Potter;Ha Le;Uzma Haque Syeda;Stephen Intille;Michelle A. Borkin,"Khoury College of Computer Sciences, Northeastern University;Khoury College of Computer Sciences, Northeastern University;Khoury College of Computer Sciences, Northeastern University;Khoury College of Computer Sciences, Northeastern University;Khoury College of Computer Sciences, Northeastern University",,"Timelines,Uncertainty Visualization,Evaluation Study",,,29,,,,11298755,/mediastore/IEEE/content/media/11298682/11298713/11298755,4
VIS,2025,ViStruct: Simulating Expert-Like Reasoning Through Task Decomposition and Visual Attention,10.1109/VIS60296.2025.00049,http://dx.doi.org/10.1109/VIS60296.2025.00049,216,220,C,"Data visualization tasks often require multi-step reasoning, and the interpretive strategies experts use-such as decomposing complex goals into smaller subtasks and selectively attending to key chart regions-are rarely made explicit. We developed ViStruct as an automated pipeline that simulates these expert behaviours by breaking high-level visual questions into structured analytic steps and high-lighting semantically relevant chart areas. Leveraging large language and vision-language models, we evaluate the system on 45 tasks across 12 chart types and validate its outputs with trained visualization users, confirming its ability to produce interpretable and expert-aligned reasoning sequences.",Oliver Huang;Carolina Nobre,Oliver Huang;Carolina Nobre,University of Toronto;University of Toronto,,"Data Visualization,Task Decomposition,Large Language Models(LLMs),Guidance System,Computer Vision",,,34,,,,11298739,/mediastore/IEEE/content/media/11298682/11298713/11298739,3
VIS,2025,How Do Observable Users Decompose D3 Code? A Qualitative Study,10.1109/VIS60296.2025.00050,http://dx.doi.org/10.1109/VIS60296.2025.00050,221,225,C,"Many toolkit developers seek to streamline the visualization programming process through structured support such as prescribed templates and example galleries. However, few projects examine how users organize their own visualization programs and how their coding choices may deviate from the intents of toolkit developers, impacting visualization prototyping and design. Further, is it possible to infer users’ reasoning indirectly through their code, even when users copy code from other sources? We explore this question through a qualitative analysis of 715 D3 programs on Observable. We identify three levels of program organization based on how users decompose their code into smaller blocks: Program-, Chart-, and Component-Level code decomposition, with a strong preference for Component-Level reasoning. In a series of interviews, we corroborate that these levels reflect how Observable users reason about visualization programs. We compare common usermade components with those theorized in the Grammar of Graphics to assess overlap in user and toolkit developer reasoning. We find that, while the Grammar of Graphics covers basic visualizations well, it falls short in describing complex visualization types, especially those with animation, interaction, and parameterization components. Our findings highlight how user practices differ from formal grammars and reinforce ongoing efforts to rethink visualization toolkit support, including augmenting learning tools and AI assistants to better reflect real-world coding strategies.",Melissa Lin;Heer Patel;Medina Lamkin;Hannah Bako;Leilani Battle,Melissa Lin;Heer Patel;Medina Lamkin;Hannah Bako;Leilani Battle,Carnegie Mellon University;University of Washington;University of Washington;University of Maryland;University of Washington,,"Visualization toolkits,Code reuse",,,35,,,,11298795,/mediastore/IEEE/content/media/11298682/11298713/11298795,1
VIS,2025,Publish-Time Optimizations for Web-Based Visualizations,10.1109/VIS60296.2025.00051,http://dx.doi.org/10.1109/VIS60296.2025.00051,226,230,C,"Fast loading and responsive interaction lead to more effective web-based visualizations. While run-time optimizations such as caching and data tiling improve interaction latency, these approaches leave initial load performance unoptimized. In this work, we investigate publish-time optimizations that shift computational work ahead of user sessions to accelerate both loading and interaction. We organize the space of publish-time optimizations into categories of data preparation, pre-computation of data assets for optimization, and prerendering; and then reason about tradeoffs in terms of time-to-render (TTR), time-to-activation (TTA), and storage cost (SC). To assess their effectiveness, we implement publish-time optimizations for the open-source Mosaic architecture and evaluate their impact across varied visualizations and dataset sizes. On average, publish-time strategies reduced rendering latency by 83.7% and activation latency by 33.3%, demonstrating their value for improving the performance of web-based visualizations.",Ron Pechuk;Jeffrey Heer,Ron Pechuk;Jeffrey Heer,University of Washington;University of Washington,,"scalable visualization,web visualization,visualization optimization,visualization systems,user interfaces",,,31,,,,11298742,/mediastore/IEEE/content/media/11298682/11298713/11298742,4
VIS,2025,Capturing Visualization Design Rationale,10.1109/VIS60296.2025.00052,http://dx.doi.org/10.1109/VIS60296.2025.00052,231,235,C,"Prior natural language datasets for data visualization have focused on tasks such as visualization literacy assessment, insight generation, and visualization generation from natural language instructions. These studies often rely on controlled setups with purpose-built visualizations and artificially constructed questions. As a result, they tend to prioritize the interpretation of visualizations, focusing on decoding visualizations rather than understanding their encoding. In this paper, we present a new dataset and methodology for probing visualization design rationale through natural language. We leverage a unique source of real-world visualizations and natural language narratives: literate visualization notebooks created by students as part of a data visualization course. These notebooks combine visual artifacts with design exposition, in which students make explicit the rationale behind their design decisions. We also use large language models (LLMs) to generate and categorize question-answer-rationale triples from the narratives and articulations in the notebooks. We then carefully validate the triples and curate a dataset that captures and distills the visualization design choices and corresponding rationales of the students.",Maeve Hutchinson;Radu Jianu;Aidan Slingsby;Jo Wood;Pranava Madhyastha,Maeve Hutchinson;Radu Jianu;Aidan Slingsby;Jo Wood;Pranava Madhyastha,"giCentre, City St George’s, University of London;giCentre, City St George’s, University of London;giCentre, City St George’s, University of London;giCentre, City St George’s, University of London;City St George’s, University of London & The Alan Turing Institute",,"Design,Literate Visualization,Natural Language",,,21,,,,11298820,/mediastore/IEEE/content/media/11298682/11298713/11298820,3
VIS,2025,AnnoGram: An Annotative Grammar of Graphics Extension,10.1109/VIS60296.2025.00053,http://dx.doi.org/10.1109/VIS60296.2025.00053,236,240,C,"Annotations are central to effective data communication, yet most visualization tools treat them as secondary constructs—manually defined, difficult to reuse, and loosely coupled to the underlying visualization grammar. We propose a declarative extension to Wilkinson’s Grammar of Graphics that reifies annotations as first-class design elements, enabling structured specification of annotation targets, types, and positioning strategies. To demonstrate the utility of our approach, we develop a prototype extension called Vega-Lite Annotation. Through comparison with eight existing tools, we show that our approach enhances expressiveness, reduces authoring effort, and enables portable, semantically integrated annotation workflows.",Md Dilshadur Rahman;Md Rahat-Uz-Zaman;Andrew McNutt;Paul Rosen,Md Dilshadur Rahman;Md Rahat-Uz-Zaman;Andrew McNutt;Paul Rosen,;;;,,"annotation,visualization grammar",,,42,,,,11298828,/mediastore/IEEE/content/media/11298682/11298713/11298828,5
VIS,2025,AnnoLens: Exploration and Annotation through Lens-Based Guidance,10.1109/VIS60296.2025.00054,http://dx.doi.org/10.1109/VIS60296.2025.00054,241,245,C,"Annotation is often a time-consuming but fruitful activity in data analysis contexts. The manual labor required to create useful annotations is a barrier that keeps users from documenting their analysis, especially intermediate results. To address the needs of exploration and annotation alike, we propose integrating annotation with lens-based interactions, combining both with guidance. We investigate the exploration-annotation requirement space, identifying challenges and extracting five design requirements for annotation in exploration contexts. Based on this investigation, we designed ANNOLENS—a concrete instantiation of such a system that lets users explore and annotate dimensionality-reduced multivariate data. It employs a dual-lens approach for contrastive exploration, using guidance to steer users toward interesting data subsets and attributes. Annotation is directly integrated into the lenses, letting users quickly annotate hunches and discoveries. Automated merging and linking serve to simplify annotation management and reduce disruptions. In a pilot study, we conducted a preliminary evaluation of our approach, which indicated that users find it easy to annotate data and were able to incorporate their knowledge and unique perspective into the process. A free copy of this paper and all supplemental materials are available at https://osf.io/zpu6c/.",Franziska Becker;Steffen Koch;Tanja Blascheck,Franziska Becker;Steffen Koch;Tanja Blascheck,University of Stuttgart;University of Stuttgart;University of Stuttgart,,"Annotation,exploration,guidance,visual analytics",,,38,,,,11298864,/mediastore/IEEE/content/media/11298682/11298713/11298864,1
VIS,2025,Safire: Similarity Framework for Visualization Retrieval,10.1109/VIS60296.2025.00055,http://dx.doi.org/10.1109/VIS60296.2025.00055,246,250,C,"Effective visualization retrieval necessitates a clear definition of similarity. Despite the growing body of work in specialized visualization retrieval systems, a systematic approach to understanding visualization similarity remains absent. We introduce the Similarity Framework for Visualization Retrieval (Safire), a conceptual model that frames visualization similarity along two dimensions: comparison criteria and representation modalities. Comparison criteria identify the aspects that make visualizations similar, which we divide into primary facets (data, visual encoding, interaction, style, metadata) and derived properties (data-centric and human-centric measures). Safire connects what to compare with how comparisons are executed through representation modalities. We categorize existing representation approaches into four groups based on their levels of information content and visualization determinism: raster image, vector image, specification, and natural language description, together guiding what is computable and comparable. We analyze several visualization retrieval systems using Safire to demonstrate its practical value in clarifying similarity considerations. Our findings reveal how particular criteria and modalities align across different use cases. Notably, the choice of representation modality is not only an implementation detail but also an important decision that shapes retrieval capabilities and limitations. Based on our analysis, we provide recommendations and discuss broader implications for multimodal learning, AI applications, and visualization reproducibility.",Huyen N. Nguyen;Nils Gehlenborg,Huyen N. Nguyen;Nils Gehlenborg,Harvard Medical School;Harvard Medical School,,"Visualization retrieval,similarity framework,visualization similarity,representation modality,comparison",,,33,,,,11298749,/mediastore/IEEE/content/media/11298682/11298713/11298749,6
VIS,2025,Visualizing Opinion Space in Voting Advice Applications: A User Study,10.1109/VIS60296.2025.00056,http://dx.doi.org/10.1109/VIS60296.2025.00056,251,255,C,"We investigate the impact of visualization methods and interaction mechanisms in Voting Advice Applications (VAAs) by comparing two designs: the traditional design in Kieskompas1 and an alternative design composed by a visualization – metaphoric map – based on dimensionality reduction of opinion data and an interaction mechanism allowing to adjust answers on the questions. In a user study with 382 participants from the Netherlands, we assessed their effects on vote choice, political knowledge, ease of use, and interpretation of opinion space. The results show no evidence that visualization and interaction mechanisms influence vote choice. The metaphoric map led to lower perceived and factual political knowledge and was harder to interpret, likely due to its higher visualization literacy demands. Notably, participants using metaphoric map offered more objective, non-ideological interpretations of their political position, suggesting potential to foster unbiased political comprehension. Supplementary materials are available at: https://osf.io/zvhsg/?view_only=ee2d7d315c254b358b9be077214cc18e.",Damion E. Verboom;Tamara Mchedlidze;Basak Oral;Evanthia Dimara;Daniela Peres Rebelo;Naomi Kamoen;Cindy Xiong Bearfield,Damion E. Verboom;Tamara Mchedlidze;Basak Oral;Evanthia Dimara;Daniela Peres Rebelo;Naomi Kamoen;Cindy Xiong Bearfield,;;;;;;,,"VAAs,visualization,interaction,dimensionality reduction,social information,voting",,,36,,,,11298814,/mediastore/IEEE/content/media/11298682/11298713/11298814,4
VIS,2025,Data Humanism Decoded: A Characterization of its Principles to Bridge Data Visualization Researchers and Practitioners,10.1109/VIS60296.2025.00057,http://dx.doi.org/10.1109/VIS60296.2025.00057,256,260,C,"Data Humanism is a human-centered design approach that emphasizes the personal, contextual, and imperfect nature of data. Despite its growing influence among practitioners, the 13 principles outlined in Giorgia Lupi’s visual manifesto remain loosely defined in research contexts, creating a gap between design practice and systematic application. Through a mixed-methods approach, including a systematic literature review, multimedia analysis, and expert interviews, we present a characterization of Data Humanism principles for visualization researchers. Our characterization provides concrete definitions that maintain interpretive flexibility in operationalizing design choices. We validate our work through direct consultation with Lupi. Moreover, we leverage the characterization to decode a visualization work, mapping Data Humanism principles to specific visual design choices. Our work creates a common language for human-centered visualization, bridging the gap between practice and research for future applications and evaluations.",Ibrahim Al-Hazwani;Ke Er Zhang;Laura Garrison;Jürgen Bernard,Ibrahim Al-Hazwani;Ke Er Zhang;Laura Garrison;Jürgen Bernard,"Digital Society Initiative, University of Zurich;University of Bergen;University of Bergen;Digital Society Initiative, University of Zurich",,"Data Humanism,Critical Data Visualization,Human-Centered Visualization",,,47,,,,11298721,/mediastore/IEEE/content/media/11298682/11298713/11298721,0
VIS,2025,Designing Visualization Widgets for Tangible Data Exploration: A Systematic Review,10.1109/VIS60296.2025.00058,http://dx.doi.org/10.1109/VIS60296.2025.00058,261,265,C,"We present a systematic review on tasks, interactions, and visualization widgets (refer to tangible entities that are used to accomplish data exploration tasks through specific interactions) in the context of tangible data exploration. Tangible widgets have been shown to reduce cognitive load, enable more natural interactions, and support the completion of complex data exploration tasks. Yet, the field lacks a structured understanding of how task types, interaction methods, and widget designs are coordinated, limiting the ability to identify recurring design patterns and opportunities for innovation. To address this gap, we conduct a systematic review to analyze existing work and characterize the current design of data exploration tasks, interactions, and tangible visualization widgets. We next reflect based on our findings and propose a research agenda to inform the development of a future widget design toolkit for tangible data exploration. Our systematic review and supplemental materials are available at physicalviswidget.github.io and osf.io/vjw5e/.",Haonan Yao;Lingyun Yu;Lijie Yao,Haonan Yao;Lingyun Yu;Lijie Yao,"Department of Computing, School of Advanced Technology, Xi’an Jiaotong-Liverpool University;Department of Computing, School of Advanced Technology, Xi’an Jiaotong-Liverpool University;Department of Computing, School of Advanced Technology, Xi’an Jiaotong-Liverpool University",,"Visualization widget,Tangible interaction,Data exploration",,,29,,,,11298793,/mediastore/IEEE/content/media/11298682/11298713/11298793,3
VIS,2025,Towards Understanding Decision Problems As a Goal of Visualization Design,10.1109/VIS60296.2025.00059,http://dx.doi.org/10.1109/VIS60296.2025.00059,266,270,C,"Decision-making is a central yet under-defined goal in visualization research. While existing task models address decision processes, they often neglect the conditions framing a decision. To better support decision-making tasks, we propose a characterization scheme that describes decision problems through key properties of the data, users, and task context. This scheme helps visualization researchers specify decision-support claims more precisely and informs the design of appropriate visual encodings and interactions. We demonstrate the utility of our approach by applying it to characterize decision tasks targeted by existing design studies, highlighting opportunities for future research in decision-centric visualization.",Lena Cibulski;Stefan Bruckner,Lena Cibulski;Stefan Bruckner,"University of Rostock, Germany;University of Rostock, Germany",,"Decision-centric visualization,task characterization",,,55,,,,11298819,/mediastore/IEEE/content/media/11298682/11298713/11298819,0
